planner,H,timestep,premature
igo-sacp,2,140,0
igo-sacp,2,141,0
igo-sacp,2,142,0
igo-sacp,2,143,0
igo-sacp,2,144,0
igo-sacp,2,145,0
igo-sacp,2,146,0
igo-sacp,2,147,0
igo-sacp,2,148,0
igo-sacp,2,149,0
igo-sacp,2,150,0
igo-sacp,2,151,0
igo-sacp,2,152,0
igo-sacp,2,153,0
igo-sacp,2,154,0
igo-sacp,2,155,0
igo-sacp,2,156,0
igo-sacp,2,157,0
igo-sacp,2,158,0
igo-sacp,2,159,0
igo-sacp,2,160,0
igo-sacp,2,161,0
igo-sacp,2,162,0
igo-sacp,2,163,0
igo-sacp,2,164,0
igo-sacp,2,165,0
igo-sacp,2,166,0
igo-sacp,2,167,0
igo-sacp,2,168,0
igo-sacp,2,169,0
igo-sacp,2,170,0
igo-sacp,2,171,0
igo-sacp,2,172,0
igo-sacp,2,173,0
igo-sacp,2,174,0
igo-sacp,2,175,0
igo-sacp,2,176,0
igo-sacp,2,177,0
igo-sacp,2,178,0
igo-sacp,2,179,0
igo-sacp,2,180,0
igo-sacp,2,181,0
igo-sacp,2,182,0
igo-sacp,2,183,0
igo-sacp,2,184,0
igo-sacp,2,185,0
igo-sacp,2,186,0
igo-sacp,2,187,0
igo-sacp,2,188,0
igo-sacp,2,189,0
igo-sacp,2,190,0
igo-sacp,2,191,0
igo-sacp,2,192,0
igo-sacp,2,193,0
igo-sacp,2,194,0
igo-sacp,2,195,0
igo-sacp,2,196,0
igo-sacp,2,197,0
igo-sacp,2,198,0
igo-sacp,2,199,0
igo,3,0,0
igo,3,1,0
igo,3,2,0
igo,3,3,0
igo,3,4,0
igo,3,5,0
igo,3,6,0
igo,3,7,0
igo,3,8,0
igo,3,9,0
igo,3,10,0
igo,3,11,0
igo,3,12,0
igo,3,13,0
igo,3,14,0
igo,3,15,0
igo,3,16,0
igo,3,17,0
igo,3,18,0
igo,3,19,0
igo,3,20,0
igo,3,21,0
igo,3,22,0
igo,3,23,0
igo,3,24,0
igo,3,25,0
igo,3,26,0
igo,3,27,0
igo,3,28,0
igo,3,29,0
igo,3,30,0
igo,3,31,0
igo,3,32,0
igo,3,33,0
igo,3,34,0
igo,3,35,0
igo,3,36,0
igo,3,37,0
igo,3,38,0
igo,3,39,0
igo,3,40,0
igo,3,41,0
igo,3,42,0
igo,3,43,0
igo,3,44,0
igo,3,45,0
igo,3,46,0
igo,3,47,0
igo,3,48,0
igo,3,49,0
igo,3,50,0
igo,3,51,0
igo,3,52,0
igo,3,53,0
igo,3,54,0
igo,3,55,0
igo,3,56,0
igo,3,57,0
igo,3,58,0
igo,3,59,0
igo,3,60,0
igo,3,61,0
igo,3,62,0
igo,3,63,0
igo,3,64,0
igo,3,65,0
igo,3,66,0
igo,3,67,0
igo,3,68,0
igo,3,69,0
igo,3,70,0
igo,3,71,0
igo,3,72,0
igo,3,73,0
igo,3,74,0
igo,3,75,0
igo,3,76,0
igo,3,77,0
igo,3,78,0
igo,3,79,0
igo,3,80,0
igo,3,81,0
igo,3,82,0
igo,3,83,0
igo,3,84,0
igo,3,85,0
igo,3,86,0
igo,3,87,0
igo,3,88,0
igo,3,89,0
igo,3,90,0
igo,3,91,0
igo,3,92,0
igo,3,93,0
igo,3,94,0
igo,3,95,0
igo,3,96,0
igo,3,97,0
igo,3,98,0
igo,3,99,0
igo,3,100,0
igo,3,101,0
igo,3,102,0
igo,3,103,0
igo,3,104,0
igo,3,105,0
igo,3,106,0
igo,3,107,0
igo,3,108,0
igo,3,109,0
igo,3,110,0
igo,3,111,0
igo,3,112,0
igo,3,113,0
igo,3,114,0
igo,3,115,0
igo,3,116,0
igo,3,117,0
igo,3,118,0
igo,3,119,0
igo,3,120,0
igo,3,121,0
igo,3,122,0
igo,3,123,0
igo,3,124,0
igo,3,125,0
igo,3,126,0
igo,3,127,0
igo,3,128,0
igo,3,129,0
igo,3,130,0
igo,3,131,0
igo,3,132,0
igo,3,133,0
igo,3,134,0
igo,3,135,0
igo,3,136,0
igo,3,137,0
igo,3,138,0
igo,3,139,0
igo,3,140,0
igo,3,141,0
igo,3,142,0
igo,3,143,0
igo,3,144,0
igo,3,145,0
igo,3,146,0
igo,3,147,0
igo,3,148,0
igo,3,149,0
igo,3,150,0
igo,3,151,0
igo,3,152,0
igo,3,153,0
igo,3,154,0
igo,3,155,0
igo,3,156,0
igo,3,157,0
igo,3,158,0
igo,3,159,0
igo,3,160,0
igo,3,161,0
igo,3,162,0
igo,3,163,0
igo,3,164,0
igo,3,165,0
igo,3,166,0
igo,3,167,0
igo,3,168,0
igo,3,169,0
igo,3,170,0
igo,3,171,0
igo,3,172,0
igo,3,173,0
igo,3,174,0
igo,3,175,0
igo,3,176,0
igo,3,177,0
igo,3,178,0
igo,3,179,0
igo,3,180,0
igo,3,181,0
igo,3,182,0
igo,3,183,0
igo,3,184,0
igo,3,185,0
igo,3,186,0
igo,3,187,0
igo,3,188,0
igo,3,189,0
igo,3,190,0
igo,3,191,0
igo,3,192,0
igo,3,193,0
igo,3,194,0
igo,3,195,0
igo,3,196,0
igo,3,197,0
igo,3,198,0
igo,3,199,0
cem,3,0,1
cem,3,1,1
cem,3,2,1
cem,3,3,1
cem,3,4,1
cem,3,5,1
cem,3,6,1
cem,3,7,1
cem,3,8,1
cem,3,9,1
