planner,H,timestep,premature
igo,1,135,False
igo,1,136,False
igo,1,137,False
igo,1,138,False
igo,1,139,False
igo,1,140,False
igo,1,141,False
igo,1,142,False
igo,1,143,False
igo,1,144,False
igo,1,145,False
igo,1,146,False
igo,1,147,False
igo,1,148,False
igo,1,149,False
igo,1,150,False
igo,1,151,False
igo,1,152,False
igo,1,153,False
igo,1,154,False
igo,1,155,False
igo,1,156,False
igo,1,157,False
igo,1,158,False
igo,1,159,False
igo,1,160,False
igo,1,161,False
igo,1,162,False
igo,1,163,False
igo,1,164,False
igo,1,165,False
igo,1,166,False
igo,1,167,False
igo,1,168,False
igo,1,169,False
igo,1,170,False
igo,1,171,False
igo,1,172,False
igo,1,173,False
igo,1,174,False
igo,1,175,False
igo,1,176,False
igo,1,177,False
igo,1,178,False
igo,1,179,False
igo,1,180,False
igo,1,181,False
igo,1,182,False
igo,1,183,False
igo,1,184,False
igo,1,185,False
igo,1,186,False
igo,1,187,False
igo,1,188,False
igo,1,189,False
igo,1,190,False
igo,1,191,False
igo,1,192,False
igo,1,193,False
igo,1,194,False
igo,1,195,False
igo,1,196,False
igo,1,197,False
igo,1,198,False
igo,1,199,False
pp-large,1,0,False
pp-large,1,1,False
pp-large,1,2,False
pp-large,1,3,False
pp-large,1,4,False
pp-large,1,5,False
pp-large,1,6,False
pp-large,1,7,False
pp-large,1,8,False
pp-large,1,9,False
pp-large,1,10,False
pp-large,1,11,False
pp-large,1,12,False
pp-large,1,13,False
pp-large,1,14,False
pp-large,1,15,False
pp-large,1,16,False
pp-large,1,17,False
pp-large,1,18,False
pp-large,1,19,False
pp-large,1,20,False
pp-large,1,21,False
pp-large,1,22,False
pp-large,1,23,False
pp-large,1,24,True
pp-large,1,25,False
pp-large,1,26,False
pp-large,1,27,False
pp-large,1,28,False
pp-large,1,29,False
pp-large,1,30,False
pp-large,1,31,False
pp-large,1,32,True
pp-large,1,33,False
pp-large,1,34,False
pp-large,1,35,False
pp-large,1,36,True
pp-large,1,37,False
pp-large,1,38,False
pp-large,1,39,False
pp-large,1,40,False
pp-large,1,41,False
pp-large,1,42,False
pp-large,1,43,False
pp-large,1,44,False
pp-large,1,45,False
pp-large,1,46,False
pp-large,1,47,False
pp-large,1,48,False
pp-large,1,49,True
pp-large,1,50,False
pp-large,1,51,False
pp-large,1,52,False
pp-large,1,53,False
pp-large,1,54,True
pp-large,1,55,False
pp-large,1,56,False
pp-large,1,57,True
pp-large,1,58,False
pp-large,1,59,True
pp-large,1,60,False
pp-large,1,61,False
pp-large,1,62,False
pp-large,1,63,False
pp-large,1,64,False
pp-large,1,65,False
pp-large,1,66,False
pp-large,1,67,False
pp-large,1,68,False
pp-large,1,69,False
pp-large,1,70,False
pp-large,1,71,False
pp-large,1,72,False
pp-large,1,73,False
pp-large,1,74,False
pp-large,1,75,False
pp-large,1,76,False
pp-large,1,77,False
pp-large,1,78,False
pp-large,1,79,False
pp-large,1,80,True
pp-large,1,81,True
pp-large,1,82,False
pp-large,1,83,False
pp-large,1,84,False
pp-large,1,85,False
pp-large,1,86,False
pp-large,1,87,False
pp-large,1,88,False
pp-large,1,89,False
pp-large,1,90,True
pp-large,1,91,False
pp-large,1,92,False
pp-large,1,93,False
pp-large,1,94,False
pp-large,1,95,False
pp-large,1,96,False
pp-large,1,97,False
pp-large,1,98,True
pp-large,1,99,False
pp-large,1,100,False
pp-large,1,101,False
pp-large,1,102,False
pp-large,1,103,False
pp-large,1,104,True
pp-large,1,105,False
pp-large,1,106,False
pp-large,1,107,False
pp-large,1,108,False
pp-large,1,109,True
pp-large,1,110,False
pp-large,1,111,False
pp-large,1,112,False
pp-large,1,113,False
pp-large,1,114,True
pp-large,1,115,False
pp-large,1,116,False
pp-large,1,117,False
pp-large,1,118,True
pp-large,1,119,False
pp-large,1,120,True
pp-large,1,121,True
pp-large,1,122,False
pp-large,1,123,False
pp-large,1,124,False
pp-large,1,125,False
pp-large,1,126,False
pp-large,1,127,False
pp-large,1,128,False
pp-large,1,129,False
pp-large,1,130,False
pp-large,1,131,False
pp-large,1,132,False
pp-large,1,133,False
pp-large,1,134,False
pp-large,1,135,False
pp-large,1,136,False
pp-large,1,137,False
pp-large,1,138,False
pp-large,1,139,False
pp-large,1,140,False
pp-large,1,141,False
pp-large,1,142,False
pp-large,1,143,False
pp-large,1,144,False
pp-large,1,145,True
pp-large,1,146,False
pp-large,1,147,False
pp-large,1,148,False
pp-large,1,149,False
pp-large,1,150,False
pp-large,1,151,False
pp-large,1,152,False
pp-large,1,153,False
pp-large,1,154,False
pp-large,1,155,False
pp-large,1,156,False
pp-large,1,157,False
pp-large,1,158,False
pp-large,1,159,False
pp-large,1,160,False
pp-large,1,161,False
pp-large,1,162,False
pp-large,1,163,True
pp-large,1,164,True
pp-large,1,165,False
pp-large,1,166,False
pp-large,1,167,False
pp-large,1,168,False
pp-large,1,169,False
pp-large,1,170,False
pp-large,1,171,False
pp-large,1,172,False
pp-large,1,173,False
pp-large,1,174,True
pp-large,1,175,True
pp-large,1,176,False
pp-large,1,177,False
pp-large,1,178,False
pp-large,1,179,True
pp-large,1,180,True
pp-large,1,181,False
pp-large,1,182,False
pp-large,1,183,False
pp-large,1,184,False
pp-large,1,185,False
pp-large,1,186,False
pp-large,1,187,False
pp-large,1,188,False
pp-large,1,189,True
pp-large,1,190,True
pp-large,1,191,False
pp-large,1,192,False
pp-large,1,193,False
pp-large,1,194,False
pp-large,1,195,False
pp-large,1,196,True
pp-large,1,197,False
pp-large,1,198,False
pp-large,1,199,False
pp-consv,1,0,False
pp-consv,1,1,False
pp-consv,1,2,False
pp-consv,1,3,False
pp-consv,1,4,False
pp-consv,1,5,False
pp-consv,1,6,False
pp-consv,1,7,False
pp-consv,1,8,False
pp-consv,1,9,False
pp-consv,1,10,False
pp-consv,1,11,False
pp-consv,1,12,False
pp-consv,1,13,False
pp-consv,1,14,False
pp-consv,1,15,False
pp-consv,1,16,False
pp-consv,1,17,False
pp-consv,1,18,False
pp-consv,1,19,False
pp-consv,1,20,False
pp-consv,1,21,True
pp-consv,1,22,False
pp-consv,1,23,False
pp-consv,1,24,False
pp-consv,1,25,False
pp-consv,1,26,False
pp-consv,1,27,False
pp-consv,1,28,False
pp-consv,1,29,False
pp-consv,1,30,False
pp-consv,1,31,False
pp-consv,1,32,False
pp-consv,1,33,False
pp-consv,1,34,True
pp-consv,1,35,False
pp-consv,1,36,False
pp-consv,1,37,False
pp-consv,1,38,False
pp-consv,1,39,False
pp-consv,1,40,False
pp-consv,1,41,False
pp-consv,1,42,False
pp-consv,1,43,False
pp-consv,1,44,False
pp-consv,1,45,False
pp-consv,1,46,False
pp-consv,1,47,False
pp-consv,1,48,True
pp-consv,1,49,False
pp-consv,1,50,False
pp-consv,1,51,False
pp-consv,1,52,False
pp-consv,1,53,False
pp-consv,1,54,False
pp-consv,1,55,False
pp-consv,1,56,False
pp-consv,1,57,False
pp-consv,1,58,False
pp-consv,1,59,False
pp-consv,1,60,False
pp-consv,1,61,False
pp-consv,1,62,False
pp-consv,1,63,False
pp-consv,1,64,True
pp-consv,1,65,False
pp-consv,1,66,False
pp-consv,1,67,False
pp-consv,1,68,False
pp-consv,1,69,False
pp-consv,1,70,False
pp-consv,1,71,False
pp-consv,1,72,False
pp-consv,1,73,False
pp-consv,1,74,False
pp-consv,1,75,False
pp-consv,1,76,False
pp-consv,1,77,False
pp-consv,1,78,False
pp-consv,1,79,True
pp-consv,1,80,False
pp-consv,1,81,False
pp-consv,1,82,False
pp-consv,1,83,False
pp-consv,1,84,False
pp-consv,1,85,False
pp-consv,1,86,False
pp-consv,1,87,False
pp-consv,1,88,False
pp-consv,1,89,False
pp-consv,1,90,False
pp-consv,1,91,False
pp-consv,1,92,False
pp-consv,1,93,False
pp-consv,1,94,True
pp-consv,1,95,False
pp-consv,1,96,False
pp-consv,1,97,False
pp-consv,1,98,False
pp-consv,1,99,False
pp-consv,1,100,False
pp-consv,1,101,False
pp-consv,1,102,False
pp-consv,1,103,False
pp-consv,1,104,False
pp-consv,1,105,False
pp-consv,1,106,False
pp-consv,1,107,False
pp-consv,1,108,True
pp-consv,1,109,False
pp-consv,1,110,False
pp-consv,1,111,False
pp-consv,1,112,False
pp-consv,1,113,False
pp-consv,1,114,False
pp-consv,1,115,False
pp-consv,1,116,False
pp-consv,1,117,False
pp-consv,1,118,False
pp-consv,1,119,False
pp-consv,1,120,False
pp-consv,1,121,False
pp-consv,1,122,False
pp-consv,1,123,True
pp-consv,1,124,False
pp-consv,1,125,False
pp-consv,1,126,False
pp-consv,1,127,False
pp-consv,1,128,False
pp-consv,1,129,False
pp-consv,1,130,False
pp-consv,1,131,False
pp-consv,1,132,False
pp-consv,1,133,False
pp-consv,1,134,False
pp-consv,1,135,False
pp-consv,1,136,False
pp-consv,1,137,False
pp-consv,1,138,False
pp-consv,1,139,True
pp-consv,1,140,False
pp-consv,1,141,False
pp-consv,1,142,False
pp-consv,1,143,False
pp-consv,1,144,False
pp-consv,1,145,False
pp-consv,1,146,False
pp-consv,1,147,False
pp-consv,1,148,False
pp-consv,1,149,False
pp-consv,1,150,False
pp-consv,1,151,False
pp-consv,1,152,False
pp-consv,1,153,False
pp-consv,1,154,False
pp-consv,1,155,False
pp-consv,1,156,True
pp-consv,1,157,False
pp-consv,1,158,False
pp-consv,1,159,False
pp-consv,1,160,False
pp-consv,1,161,False
pp-consv,1,162,False
pp-consv,1,163,False
pp-consv,1,164,False
pp-consv,1,165,False
pp-consv,1,166,False
pp-consv,1,167,False
pp-consv,1,168,False
pp-consv,1,169,False
pp-consv,1,170,False
pp-consv,1,171,False
pp-consv,1,172,True
pp-consv,1,173,False
pp-consv,1,174,False
pp-consv,1,175,False
pp-consv,1,176,False
pp-consv,1,177,False
pp-consv,1,178,False
pp-consv,1,179,False
pp-consv,1,180,False
pp-consv,1,181,False
pp-consv,1,182,False
pp-consv,1,183,False
pp-consv,1,184,False
pp-consv,1,185,False
pp-consv,1,186,False
pp-consv,1,187,False
pp-consv,1,188,True
pp-consv,1,189,False
pp-consv,1,190,False
pp-consv,1,191,False
pp-consv,1,192,False
pp-consv,1,193,False
pp-consv,1,194,False
pp-consv,1,195,False
pp-consv,1,196,False
pp-consv,1,197,False
pp-consv,1,198,False
pp-consv,1,199,False
igo,2,0,False
igo,2,1,False
igo,2,2,False
igo,2,3,False
igo,2,4,False
igo,2,5,False
igo,2,6,False
igo,2,7,False
igo,2,8,False
igo,2,9,False
igo,2,10,False
igo,2,11,False
igo,2,12,False
igo,2,13,False
igo,2,14,False
igo,2,15,False
igo,2,16,False
igo,2,17,False
igo,2,18,False
igo,2,19,False
igo,2,20,False
igo,2,21,False
igo,2,22,False
igo,2,23,False
igo,2,24,False
igo,2,25,False
igo,2,26,False
igo,2,27,False
igo,2,28,False
igo,2,29,False
igo,2,30,False
igo,2,31,False
igo,2,32,False
igo,2,33,False
igo,2,34,False
igo,2,35,False
igo,2,36,False
igo,2,37,False
igo,2,38,False
igo,2,39,False
igo,2,40,False
igo,2,41,False
igo,2,42,False
igo,2,43,False
igo,2,44,False
igo,2,45,False
igo,2,46,False
igo,2,47,False
igo,2,48,False
igo,2,49,False
igo,2,50,False
igo,2,51,False
igo,2,52,False
igo,2,53,False
igo,2,54,False
igo,2,55,False
igo,2,56,False
igo,2,57,False
igo,2,58,False
igo,2,59,False
igo,2,60,False
igo,2,61,False
igo,2,62,False
igo,2,63,False
igo,2,64,False
igo,2,65,False
igo,2,66,False
igo,2,67,False
igo,2,68,False
igo,2,69,False
igo,2,70,False
igo,2,71,False
igo,2,72,False
igo,2,73,False
igo,2,74,False
igo,2,75,False
igo,2,76,False
igo,2,77,False
igo,2,78,False
igo,2,79,False
igo,2,80,False
igo,2,81,False
igo,2,82,False
igo,2,83,False
igo,2,84,False
igo,2,85,False
igo,2,86,False
igo,2,87,False
igo,2,88,False
igo,2,89,False
igo,2,90,False
igo,2,91,False
igo,2,92,False
igo,2,93,False
igo,2,94,False
igo,2,95,False
igo,2,96,False
igo,2,97,False
igo,2,98,False
igo,2,99,False
igo,2,100,False
igo,2,101,False
igo,2,102,False
igo,2,103,False
igo,2,104,False
igo,2,105,False
igo,2,106,False
igo,2,107,False
igo,2,108,False
igo,2,109,False
igo,2,110,False
igo,2,111,False
igo,2,112,False
igo,2,113,False
igo,2,114,False
igo,2,115,False
igo,2,116,False
igo,2,117,False
igo,2,118,False
igo,2,119,False
igo,2,120,False
igo,2,121,False
igo,2,122,False
igo,2,123,False
igo,2,124,False
igo,2,125,False
igo,2,126,False
igo,2,127,False
igo,2,128,False
igo,2,129,False
igo,2,130,False
igo,2,131,False
igo,2,132,False
igo,2,133,False
igo,2,134,False
igo,2,135,False
igo,2,136,False
igo,2,137,False
igo,2,138,False
igo,2,139,False
igo,2,140,False
igo,2,141,False
igo,2,142,False
igo,2,143,False
igo,2,144,False
igo,2,145,False
igo,2,146,False
igo,2,147,False
igo,2,148,False
igo,2,149,False
igo,2,150,False
igo,2,151,False
igo,2,152,False
igo,2,153,False
igo,2,154,False
igo,2,155,False
igo,2,156,False
igo,2,157,False
igo,2,158,False
igo,2,159,False
igo,2,160,False
igo,2,161,False
igo,2,162,False
igo,2,163,False
igo,2,164,False
igo,2,165,False
igo,2,166,False
igo,2,167,False
igo,2,168,False
igo,2,169,False
igo,2,170,False
igo,2,171,False
igo,2,172,False
igo,2,173,False
igo,2,174,False
igo,2,175,False
igo,2,176,False
igo,2,177,False
igo,2,178,False
igo,2,179,False
igo,2,180,False
igo,2,181,False
igo,2,182,False
igo,2,183,False
igo,2,184,False
igo,2,185,False
igo,2,186,False
igo,2,187,False
igo,2,188,False
igo,2,189,False
igo,2,190,False
igo,2,191,False
igo,2,192,False
igo,2,193,False
igo,2,194,False
igo,2,195,False
igo,2,196,False
igo,2,197,False
igo,2,198,False
igo,2,199,False
pp-large,2,0,False
pp-large,2,1,False
pp-large,2,2,False
pp-large,2,3,False
pp-large,2,4,False
pp-large,2,5,False
pp-large,2,6,False
pp-large,2,7,False
pp-large,2,8,False
pp-large,2,9,False
pp-large,2,10,False
pp-large,2,11,False
pp-large,2,12,False
pp-large,2,13,False
pp-large,2,14,False
pp-large,2,15,False
pp-large,2,16,False
pp-large,2,17,False
pp-large,2,18,False
pp-large,2,19,False
pp-large,2,20,False
pp-large,2,21,False
pp-large,2,22,False
pp-large,2,23,False
pp-large,2,24,False
pp-large,2,25,False
pp-large,2,26,False
pp-large,2,27,False
pp-large,2,28,False
pp-large,2,29,False
pp-large,2,30,False
pp-large,2,31,False
pp-large,2,32,False
pp-large,2,33,False
pp-large,2,34,False
pp-large,2,35,False
pp-large,2,36,False
pp-large,2,37,False
pp-large,2,38,False
pp-large,2,39,False
pp-large,2,40,False
pp-large,2,41,False
pp-large,2,42,False
pp-large,2,43,False
pp-large,2,44,False
pp-large,2,45,False
pp-large,2,46,False
pp-large,2,47,False
pp-large,2,48,False
pp-large,2,49,False
pp-large,2,50,False
pp-large,2,51,False
pp-large,2,52,False
pp-large,2,53,False
pp-large,2,54,False
pp-large,2,55,False
pp-large,2,56,False
pp-large,2,57,False
pp-large,2,58,False
pp-large,2,59,False
pp-large,2,60,False
pp-large,2,61,False
pp-large,2,62,False
pp-large,2,63,False
pp-large,2,64,False
pp-large,2,65,False
pp-large,2,66,False
pp-large,2,67,False
pp-large,2,68,False
pp-large,2,69,False
pp-large,2,70,False
pp-large,2,71,False
pp-large,2,72,False
pp-large,2,73,False
pp-large,2,74,False
pp-large,2,75,False
pp-large,2,76,False
pp-large,2,77,False
pp-large,2,78,False
pp-large,2,79,False
pp-large,2,80,False
pp-large,2,81,False
pp-large,2,82,False
pp-large,2,83,False
pp-large,2,84,False
pp-large,2,85,False
pp-large,2,86,False
pp-large,2,87,False
pp-large,2,88,False
pp-large,2,89,False
pp-large,2,90,False
pp-large,2,91,False
pp-large,2,92,False
pp-large,2,93,False
pp-large,2,94,False
pp-large,2,95,False
pp-large,2,96,False
pp-large,2,97,False
pp-large,2,98,False
pp-large,2,99,False
pp-large,2,100,False
pp-large,2,101,False
pp-large,2,102,False
pp-large,2,103,False
pp-large,2,104,False
pp-large,2,105,False
pp-large,2,106,False
pp-large,2,107,False
pp-large,2,108,False
pp-large,2,109,False
pp-large,2,110,False
pp-large,2,111,False
pp-large,2,112,False
pp-large,2,113,False
pp-large,2,114,False
pp-large,2,115,False
pp-large,2,116,False
pp-large,2,117,False
pp-large,2,118,False
pp-large,2,119,False
pp-large,2,120,False
pp-large,2,121,False
pp-large,2,122,False
pp-large,2,123,False
pp-large,2,124,False
pp-large,2,125,False
pp-large,2,126,False
pp-large,2,127,False
pp-large,2,128,False
pp-large,2,129,False
pp-large,2,130,False
pp-large,2,131,False
pp-large,2,132,False
pp-large,2,133,False
pp-large,2,134,False
pp-large,2,135,False
pp-large,2,136,False
pp-large,2,137,False
pp-large,2,138,False
pp-large,2,139,False
pp-large,2,140,False
pp-large,2,141,False
pp-large,2,142,False
pp-large,2,143,False
pp-large,2,144,False
pp-large,2,145,False
pp-large,2,146,False
pp-large,2,147,False
pp-large,2,148,False
pp-large,2,149,False
pp-large,2,150,False
pp-large,2,151,False
pp-large,2,152,False
pp-large,2,153,False
pp-large,2,154,False
pp-large,2,155,False
pp-large,2,156,False
pp-large,2,157,False
pp-large,2,158,False
pp-large,2,159,False
pp-large,2,160,False
pp-large,2,161,False
pp-large,2,162,False
pp-large,2,163,False
pp-large,2,164,False
pp-large,2,165,False
pp-large,2,166,False
pp-large,2,167,False
pp-large,2,168,False
pp-large,2,169,False
pp-large,2,170,False
pp-large,2,171,False
pp-large,2,172,False
pp-large,2,173,False
pp-large,2,174,False
pp-large,2,175,False
pp-large,2,176,False
pp-large,2,177,False
pp-large,2,178,False
pp-large,2,179,False
pp-large,2,180,False
pp-large,2,181,False
pp-large,2,182,False
pp-large,2,183,False
pp-large,2,184,False
pp-large,2,185,False
pp-large,2,186,False
pp-large,2,187,False
pp-large,2,188,False
pp-large,2,189,False
pp-large,2,190,False
pp-large,2,191,False
pp-large,2,192,False
pp-large,2,193,False
pp-large,2,194,False
pp-large,2,195,False
pp-large,2,196,False
pp-large,2,197,False
pp-large,2,198,False
pp-large,2,199,False
pp-consv,2,0,False
pp-consv,2,1,False
pp-consv,2,2,False
pp-consv,2,3,False
pp-consv,2,4,False
pp-consv,2,5,False
pp-consv,2,6,False
pp-consv,2,7,False
pp-consv,2,8,False
pp-consv,2,9,False
pp-consv,2,10,False
pp-consv,2,11,False
pp-consv,2,12,False
pp-consv,2,13,False
pp-consv,2,14,False
pp-consv,2,15,False
pp-consv,2,16,False
pp-consv,2,17,False
pp-consv,2,18,False
pp-consv,2,19,False
pp-consv,2,20,False
pp-consv,2,21,False
pp-consv,2,22,False
pp-consv,2,23,False
pp-consv,2,24,False
pp-consv,2,25,False
pp-consv,2,26,False
pp-consv,2,27,False
pp-consv,2,28,False
pp-consv,2,29,False
pp-consv,2,30,False
pp-consv,2,31,False
pp-consv,2,32,False
pp-consv,2,33,False
pp-consv,2,34,False
pp-consv,2,35,False
pp-consv,2,36,False
pp-consv,2,37,False
pp-consv,2,38,False
pp-consv,2,39,False
pp-consv,2,40,False
pp-consv,2,41,False
pp-consv,2,42,False
pp-consv,2,43,False
pp-consv,2,44,False
pp-consv,2,45,False
pp-consv,2,46,False
pp-consv,2,47,False
pp-consv,2,48,False
pp-consv,2,49,False
pp-consv,2,50,False
pp-consv,2,51,False
pp-consv,2,52,False
pp-consv,2,53,False
pp-consv,2,54,False
pp-consv,2,55,False
pp-consv,2,56,False
pp-consv,2,57,False
pp-consv,2,58,False
pp-consv,2,59,False
pp-consv,2,60,False
pp-consv,2,61,False
pp-consv,2,62,False
pp-consv,2,63,False
pp-consv,2,64,False
pp-consv,2,65,False
pp-consv,2,66,False
pp-consv,2,67,False
pp-consv,2,68,False
pp-consv,2,69,False
pp-consv,2,70,False
pp-consv,2,71,False
pp-consv,2,72,False
pp-consv,2,73,False
pp-consv,2,74,False
pp-consv,2,75,False
pp-consv,2,76,False
pp-consv,2,77,False
pp-consv,2,78,False
pp-consv,2,79,False
pp-consv,2,80,False
pp-consv,2,81,False
pp-consv,2,82,False
pp-consv,2,83,False
pp-consv,2,84,False
pp-consv,2,85,False
pp-consv,2,86,False
pp-consv,2,87,False
pp-consv,2,88,False
pp-consv,2,89,False
pp-consv,2,90,False
pp-consv,2,91,False
pp-consv,2,92,False
pp-consv,2,93,False
pp-consv,2,94,False
pp-consv,2,95,False
pp-consv,2,96,False
pp-consv,2,97,False
pp-consv,2,98,False
pp-consv,2,99,False
pp-consv,2,100,False
pp-consv,2,101,False
pp-consv,2,102,False
pp-consv,2,103,False
pp-consv,2,104,False
pp-consv,2,105,False
pp-consv,2,106,False
pp-consv,2,107,False
pp-consv,2,108,False
pp-consv,2,109,False
pp-consv,2,110,False
pp-consv,2,111,False
pp-consv,2,112,False
pp-consv,2,113,False
pp-consv,2,114,False
pp-consv,2,115,False
pp-consv,2,116,False
pp-consv,2,117,False
pp-consv,2,118,False
pp-consv,2,119,False
pp-consv,2,120,False
pp-consv,2,121,False
pp-consv,2,122,False
pp-consv,2,123,False
pp-consv,2,124,False
pp-consv,2,125,False
pp-consv,2,126,False
pp-consv,2,127,False
pp-consv,2,128,False
pp-consv,2,129,False
pp-consv,2,130,False
pp-consv,2,131,False
pp-consv,2,132,False
pp-consv,2,133,False
pp-consv,2,134,False
pp-consv,2,135,False
pp-consv,2,136,False
pp-consv,2,137,False
pp-consv,2,138,False
pp-consv,2,139,False
pp-consv,2,140,False
pp-consv,2,141,False
pp-consv,2,142,False
pp-consv,2,143,False
pp-consv,2,144,False
pp-consv,2,145,False
pp-consv,2,146,False
pp-consv,2,147,False
pp-consv,2,148,False
pp-consv,2,149,False
pp-consv,2,150,False
pp-consv,2,151,False
pp-consv,2,152,False
pp-consv,2,153,False
pp-consv,2,154,False
pp-consv,2,155,False
pp-consv,2,156,False
pp-consv,2,157,False
pp-consv,2,158,False
pp-consv,2,159,False
pp-consv,2,160,False
pp-consv,2,161,False
pp-consv,2,162,False
pp-consv,2,163,False
pp-consv,2,164,False
pp-consv,2,165,False
pp-consv,2,166,False
pp-consv,2,167,False
pp-consv,2,168,False
pp-consv,2,169,False
pp-consv,2,170,False
pp-consv,2,171,False
pp-consv,2,172,False
pp-consv,2,173,False
pp-consv,2,174,False
pp-consv,2,175,False
pp-consv,2,176,False
pp-consv,2,177,False
pp-consv,2,178,False
pp-consv,2,179,False
pp-consv,2,180,False
pp-consv,2,181,False
pp-consv,2,182,False
pp-consv,2,183,False
pp-consv,2,184,False
pp-consv,2,185,False
pp-consv,2,186,False
pp-consv,2,187,False
pp-consv,2,188,False
pp-consv,2,189,False
pp-consv,2,190,False
pp-consv,2,191,False
pp-consv,2,192,False
pp-consv,2,193,False
pp-consv,2,194,False
pp-consv,2,195,False
pp-consv,2,196,False
pp-consv,2,197,False
pp-consv,2,198,False
pp-consv,2,199,False
igo,3,0,False
igo,3,1,False
igo,3,2,False
igo,3,3,False
igo,3,4,False
igo,3,5,False
igo,3,6,False
igo,3,7,False
igo,3,8,False
igo,3,9,False
igo,3,10,False
igo,3,11,False
igo,3,12,False
igo,3,13,False
igo,3,14,False
igo,3,15,False
igo,3,16,False
igo,3,17,False
igo,3,18,False
igo,3,19,False
igo,3,20,False
igo,3,21,False
igo,3,22,False
igo,3,23,False
igo,3,24,False
igo,3,25,False
igo,3,26,False
igo,3,27,False
igo,3,28,False
igo,3,29,False
igo,3,30,False
igo,3,31,False
igo,3,32,False
igo,3,33,False
igo,3,34,False
igo,3,35,False
igo,3,36,False
igo,3,37,False
igo,3,38,False
igo,3,39,False
igo,3,40,False
igo,3,41,False
igo,3,42,False
igo,3,43,False
igo,3,44,False
igo,3,45,False
igo,3,46,False
igo,3,47,False
igo,3,48,False
igo,3,49,False
igo,3,50,False
igo,3,51,False
igo,3,52,False
igo,3,53,False
igo,3,54,False
igo,3,55,False
igo,3,56,False
igo,3,57,False
igo,3,58,False
igo,3,59,False
igo,3,60,False
igo,3,61,False
igo,3,62,False
igo,3,63,False
igo,3,64,False
igo,3,65,False
igo,3,66,False
igo,3,67,False
igo,3,68,False
igo,3,69,False
igo,3,70,False
igo,3,71,False
igo,3,72,False
igo,3,73,False
igo,3,74,False
igo,3,75,False
igo,3,76,False
igo,3,77,False
igo,3,78,False
igo,3,79,False
igo,3,80,False
igo,3,81,False
igo,3,82,False
igo,3,83,False
igo,3,84,False
igo,3,85,False
igo,3,86,False
igo,3,87,False
igo,3,88,False
igo,3,89,False
igo,3,90,False
igo,3,91,False
igo,3,92,False
igo,3,93,False
igo,3,94,False
igo,3,95,False
igo,3,96,False
igo,3,97,False
igo,3,98,False
igo,3,99,False
igo,3,100,False
igo,3,101,False
igo,3,102,False
igo,3,103,False
igo,3,104,False
igo,3,105,False
igo,3,106,False
igo,3,107,False
igo,3,108,False
igo,3,109,False
igo,3,110,False
igo,3,111,False
igo,3,112,False
igo,3,113,False
igo,3,114,False
igo,3,115,False
igo,3,116,False
igo,3,117,False
igo,3,118,False
igo,3,119,False
igo,3,120,False
igo,3,121,False
igo,3,122,False
igo,3,123,False
igo,3,124,False
igo,3,125,False
igo,3,126,False
igo,3,127,False
igo,3,128,False
igo,3,129,False
